"Binomial.1.2","pre_domestic_name","Order.1.2","Family.1.2","IUCN.Status.1.2","Island.Endemicity","Mass.g","LogMassKg","guild","GuildSimple","Diet.Graminoids","Diet.Browse.Fruit","Diet.Meat_median","Fermentation.Type","Inferred.Fermentation.Type","Inferred.Fermentation.Efficiency","Foot.Type","Substrate.Aquatic","Substrate.Terrestrial","Substrate.Arboreal","Substrate.Cat"
"Odocoileus_virginianus",NA,"Cetartiodactyla","Cervidae","LC","Occurs on mainland",55508.6,1.744360274,"browser","browser",0,3,0,"Foregut Ruminating","Foregut Ruminating",3,"Unguligrade",0,1,0,"terrestrial"
"Ozotoceros_bezoarticus",NA,"Cetartiodactyla","Cervidae","NT","Occurs on mainland",40000,1.602059991,"mixed feeder","mixed feeder",3,3,0,"Foregut Ruminating","Foregut Ruminating",3,"Unguligrade",0,1,0,"terrestrial"
"Paraceros_fragilis",NA,"Cetartiodactyla","Cervidae","EP","Occurs on mainland",50000,1.698970004,"mixed feeder","mixed feeder",3,3,0,"Foregut Ruminating","Foregut Ruminating",3,"Unguligrade",0,1,0,"terrestrial"
"Praemegaceros_cazioti",NA,"Cetartiodactyla","Cervidae","EP","Occurs only on isolated islands",70000,1.84509804,"mixed feeder","mixed feeder",3,3,0,"Foregut Ruminating","Foregut Ruminating",3,"Unguligrade",0,1,0,"terrestrial"
"Rangifer_tarandus",NA,"Cetartiodactyla","Cervidae","VU","Occurs on mainland",86034,1.934670115,"mixed feeder","mixed feeder",2,3,0,"Foregut Ruminating","Foregut Ruminating",3,"Unguligrade",0,1,0,"terrestrial"
"Rucervus_duvaucelii",NA,"Cetartiodactyla","Cervidae","VU","Occurs on mainland",143000,2.155336037,"mixed feeder","mixed feeder",3,2,0,"Foregut Ruminating","Foregut Ruminating",3,"Unguligrade",1,1,0,"semi.aquatic"
"Rucervus_eldii",NA,"Cetartiodactyla","Cervidae","EN","Occurs on mainland",73000,1.86332286,"mixed feeder","mixed feeder",3,2,0,"Foregut Ruminating","Foregut Ruminating",3,"Unguligrade",0,1,0,"terrestrial"
"Rucervus_schomburgki",NA,"Cetartiodactyla","Cervidae","EX","Occurs on mainland",110000,2.041392685,"grazer","grazer",3,0,0,"Foregut Ruminating","Foregut Ruminating",3,"Unguligrade",0,1,0,"terrestrial"
"Rusa_alfredi",NA,"Cetartiodactyla","Cervidae","EN","Occurs only on isolated islands",47500,1.67669361,"mixed feeder","mixed feeder",2,3,0,"Foregut Ruminating","Foregut Ruminating",3,"Unguligrade",0,1,0,"terrestrial"
"Rusa_marianna",NA,"Cetartiodactyla","Cervidae","VU","Occurs only on isolated islands",50000,1.698970004,"browser","browser",1,3,0,"Foregut Ruminating","Foregut Ruminating",3,"Unguligrade",0,1,0,"terrestrial"
"Rusa_timorensis",NA,"Cetartiodactyla","Cervidae","VU","Occurs on large land bridge islands",63000,1.799340549,"mixed feeder","mixed feeder",3,3,0,"Foregut Ruminating","Foregut Ruminating",3,"Unguligrade",0,1,0,"terrestrial"
"Rusa_unicolor",NA,"Cetartiodactyla","Cervidae","VU","Occurs on mainland",180344.4,2.256102661,"mixed feeder","mixed feeder",2,3,0,"Foregut Ruminating","Foregut Ruminating",3,"Unguligrade",0,1,0,"terrestrial"
"Sangamona_fugitiva",NA,"Cetartiodactyla","Cervidae","EP","Occurs on mainland",157500,2.197280558,"browser","browser",1,3,0,"Foregut Ruminating","Foregut Ruminating",3,"Unguligrade",0,1,0,"terrestrial"
"Sinomegaceros_ordosianus",NA,"Cetartiodactyla","Cervidae","EP","Occurs on mainland",350725.3,2.544967095,"browser","browser",0,3,0,"Foregut Ruminating","Foregut Ruminating",3,"Unguligrade",0,1,0,"terrestrial"
"Sinomegaceros_yabei",NA,"Cetartiodactyla","Cervidae","EP","Occurs on mainland",388150.4,2.589000038,"mixed feeder","mixed feeder",3,2,0,"Foregut Ruminating","Foregut Ruminating",3,"Unguligrade",0,1,0,"terrestrial"
"Giraffa_camelopardalis",NA,"Cetartiodactyla","Giraffidae","VU","Occurs on mainland",899994.8,2.95424,"browser","browser",0,3,0,"Foregut Ruminating","Foregut Ruminating",3,"Unguligrade",0,1,0,"terrestrial"
"Okapia_johnstoni",NA,"Cetartiodactyla","Giraffidae","EN","Occurs on mainland",230001.1,2.361729913,"browser","browser",0,3,0,"Foregut Ruminating","Foregut Ruminating",3,"Unguligrade",0,1,0,"terrestrial"
"Choeropsis_liberiensis",NA,"Cetartiodactyla","Hippopotamidae","EN","Occurs on mainland",235001.2,2.37107008,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Digitigrade",1,1,0,"semi.aquatic"
"Hexaprotodon_sivalensis",NA,"Cetartiodactyla","Hippopotamidae","EP","Occurs on large land bridge islands",3e+05,2.477121255,"grazer","grazer",3,1,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Digitigrade",1,1,0,"semi.aquatic"
"Hippopotamus_amphibius",NA,"Cetartiodactyla","Hippopotamidae","VU","Occurs on mainland",1417490,3.151520004,"grazer","grazer",3,1,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Digitigrade",1,1,0,"semi.aquatic"
"Hippopotamus_lemerlei",NA,"Cetartiodactyla","Hippopotamidae","EX","Occurs only on isolated islands",500034.5,2.69899997,"browser","browser",1,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Digitigrade",1,1,0,"semi.aquatic"
"Hippopotamus_madagascariensis",NA,"Cetartiodactyla","Hippopotamidae","EX","Occurs only on isolated islands",500034.5,2.69899997,"grazer","grazer",1,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Digitigrade",0,1,0,"terrestrial"
"Phanourios_minutes",NA,"Cetartiodactyla","Hippopotamidae","EP","Occurs only on isolated islands",2e+05,2.301029996,"mixed feeder","mixed feeder",2,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Digitigrade",0,1,0,"terrestrial"
"Moschus_chrysogaster",NA,"Cetartiodactyla","Moschidae","EN","Occurs on mainland",14500,1.161368002,"browser","browser",0,3,0,"Foregut Ruminating","Foregut Ruminating",3,"Unguligrade",0,1,0,"terrestrial"
"Moschus_cupreus",NA,"Cetartiodactyla","Moschidae","EN","Occurs on mainland",14500,1.161368002,"browser","browser",1,3,0,"Foregut Ruminating","Foregut Ruminating",3,"Unguligrade",0,1,0,"terrestrial"
"Moschus_fuscus",NA,"Cetartiodactyla","Moschidae","EN","Occurs on mainland",12500,1.096910013,"mixed feeder","mixed feeder",3,3,0,"Foregut Ruminating","Foregut Ruminating",3,"Unguligrade",0,1,0,"terrestrial"
"Moschus_leucogaster",NA,"Cetartiodactyla","Moschidae","EN","Occurs on mainland",15500,1.190331698,"browser","browser",1,3,0,"Foregut Ruminating","Foregut Ruminating",3,"Unguligrade",0,1,0,"terrestrial"
"Moschus_moschiferus",NA,"Cetartiodactyla","Moschidae","VU","Occurs on mainland",13000,1.113943352,"mixed feeder","mixed feeder",2,3,0,"Foregut Ruminating","Foregut Ruminating",3,"Unguligrade",0,1,0,"terrestrial"
"Babyrousa_babyrussa",NA,"Cetartiodactyla","Suidae","VU","Occurs only on isolated islands",1e+05,2,"browser","browser",0,3,1,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Unguligrade",0,1,0,"terrestrial"
"Babyrousa_celebensis",NA,"Cetartiodactyla","Suidae","VU","Occurs only on isolated islands",84327.5,1.925969225,"omnivore","browser",0,3,2,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Unguligrade",0,1,0,"terrestrial"
"Babyrousa_togeanensis",NA,"Cetartiodactyla","Suidae","EN","Occurs only on isolated islands",113762.8,2.056000273,"omnivore","browser",0,3,2,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Unguligrade",0,1,0,"terrestrial"
"Hylochoerus_meinertzhageni",NA,"Cetartiodactyla","Suidae","LC","Occurs on mainland",188500,2.275311355,"grazer","grazer",3,1,1,"Hindgut Caecum","Hindgut Caecum",1,"Unguligrade",0,1,0,"terrestrial"
"Kolpochoerus_majus",NA,"Cetartiodactyla","Suidae","EP","Occurs on mainland",127440.4,2.105307126,"omnivore","grazer",3,0,2,"Hindgut Caecum","Hindgut Caecum",1,"Unguligrade",0,1,0,"terrestrial"
"Metridiochoerus_compactus",NA,"Cetartiodactyla","Suidae","EP","Occurs on mainland",142000,2.152288344,"grazer","grazer",3,0,1,"Hindgut Caecum","Hindgut Caecum",1,"Unguligrade",0,1,0,"terrestrial"
"Phacochoerus_aethiopicus",NA,"Cetartiodactyla","Suidae","LC","Occurs on mainland",71000.3,1.851260184,"grazer","grazer",3,1,1,"Hindgut Caecum","Hindgut Caecum",1,"Unguligrade",0,1,0,"terrestrial"
"Phacochoerus_africanus",NA,"Cetartiodactyla","Suidae","LC","Occurs on mainland",82500,1.916453949,"grazer","grazer",3,1,1,"Hindgut Caecum","Hindgut Caecum",1,"Unguligrade",0,1,0,"terrestrial"
"Potamochoerus_larvatus",NA,"Cetartiodactyla","Suidae","LC","Occurs on mainland",97500,1.989004616,"omnivore","browser",1,3,2,"Hindgut Caecum","Hindgut Caecum",1,"Unguligrade",0,1,0,"terrestrial"
"Potamochoerus_porcus",NA,"Cetartiodactyla","Suidae","LC","Occurs on mainland",70000.3,1.845099901,"omnivore","mixed feeder",3,3,3,"Hindgut Caecum","Hindgut Caecum",1,"Unguligrade",0,1,0,"terrestrial"
"Sus_ahoenobarbus",NA,"Cetartiodactyla","Suidae","VU","Occurs only on isolated islands",56749.7,1.75396357,"omnivore","browser",0,3,2,"Hindgut Caecum","Hindgut Caecum",1,"Unguligrade",0,1,0,"terrestrial"
"Sus_barbatus",NA,"Cetartiodactyla","Suidae","VU","Occurs on mainland",70500,1.848189117,"omnivore","browser",0,3,2,"Hindgut Caecum","Hindgut Caecum",1,"Unguligrade",0,1,0,"terrestrial"
"Sus_brachgnathus",NA,"Cetartiodactyla","Suidae","EP","Occurs on large land bridge islands",38125,1.581209852,"omnivore","browser",1,3,2,"Hindgut Caecum","Hindgut Caecum",1,"Unguligrade",0,1,0,"terrestrial"
"Sus_cebifrons",NA,"Cetartiodactyla","Suidae","CR","Occurs only on isolated islands",32500,1.511883361,"omnivore","browser",1,3,2,"Hindgut Caecum","Hindgut Caecum",1,"Unguligrade",0,1,0,"terrestrial"
"Sus_celebensis",NA,"Cetartiodactyla","Suidae","NT","Occurs only on isolated islands",55000,1.740362689,"omnivore","browser",1,3,2,"Hindgut Caecum","Hindgut Caecum",1,"Unguligrade",0,1,0,"terrestrial"
"Sus_oliveri",NA,"Cetartiodactyla","Suidae","VU","Occurs only on isolated islands",44801.2,1.651289647,"omnivore","browser",1,3,2,"Hindgut Caecum","Hindgut Caecum",1,"Unguligrade",0,1,0,"terrestrial"
"Sus_philippensis",NA,"Cetartiodactyla","Suidae","VU","Occurs only on isolated islands",44253.5,1.645947625,"omnivore","browser",1,3,2,"Hindgut Caecum","Hindgut Caecum",1,"Unguligrade",0,1,0,"terrestrial"
"Sus_scrofa",NA,"Cetartiodactyla","Suidae","LC","Occurs on mainland",101052.1,2.004545343,"omnivore","browser",1,3,2,"Hindgut Caecum","Hindgut Caecum",1,"Unguligrade",0,1,0,"terrestrial"
"Sus_verrucosus",NA,"Cetartiodactyla","Suidae","EN","Occurs on large land bridge islands",92500,1.966141733,"omnivore","browser",1,3,2,"Hindgut Caecum","Hindgut Caecum",1,"Unguligrade",0,1,0,"terrestrial"
"Catagonus_stenocephalus",NA,"Cetartiodactyla","Tayassuidae","EP","Occurs on mainland",34732.4,1.540734794,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Unguligrade",0,1,0,"terrestrial"
"Catagonus_wagneri",NA,"Cetartiodactyla","Tayassuidae","EN","Occurs on mainland",35566.4,1.551039909,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Unguligrade",0,1,0,"terrestrial"
"Muknalia_minima",NA,"Cetartiodactyla","Tayassuidae","EP","Occurs on mainland",20500,1.311753861,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Unguligrade",0,1,0,"terrestrial"
"Mylohyus_nasutus",NA,"Cetartiodactyla","Tayassuidae","EP","Occurs on mainland",75000,1.875061263,"mixed feeder","mixed feeder",2,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Unguligrade",0,1,0,"terrestrial"
"Pecari_tajacu",NA,"Cetartiodactyla","Tayassuidae","LC","Occurs on mainland",21266.7,1.327700105,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Unguligrade",0,1,0,"terrestrial"
"Platygonus_compressus",NA,"Cetartiodactyla","Tayassuidae","EP","Occurs on mainland",110000,2.041392685,"browser","browser",1,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Unguligrade",0,1,0,"terrestrial"
"Tayassu_pecari",NA,"Cetartiodactyla","Tayassuidae","VU","Occurs on mainland",32233.7,1.50831016,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Unguligrade",0,1,0,"terrestrial"
"Hyemoschus_aquaticus",NA,"Cetartiodactyla","Tragulidae","LC","Occurs on mainland",10850,1.035429738,"browser","browser",0,3,0,"Foregut Ruminating","Foregut Ruminating",3,"Unguligrade",1,1,0,"semi.aquatic"
"Dasypus_bellus",NA,"Cingulata","CingulataFam","EP","Occurs on mainland",17680,1.247482261,"omnivore","mixed feeder",3,3,3,"Simple Gut","Simple Gut",0,"Plantigrade",0,1,0,"terrestrial"
"Doedicurus_clavicaudatus",NA,"Cingulata","CingulataFam","EP","Occurs on mainland",1468000,3.166726056,"grazer","grazer",3,0,0,"Hindgut_unknown","Hindgut Colon",1,"Plantigrade",1,1,0,"semi.aquatic"
"Eutatus_seguini",NA,"Cingulata","CingulataFam","EP","Occurs on mainland",144400,2.159567193,"browser","browser",1,3,0,"Hindgut_unknown","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Glyptodon_clavipes",NA,"Cingulata","CingulataFam","EP","Occurs on mainland",2e+06,3.301029996,"mixed feeder","mixed feeder",3,2,0,"Hindgut_unknown","Hindgut Colon",1,"Plantigrade",1,1,0,"semi.aquatic"
"Glyptodon_reticulatus",NA,"Cingulata","CingulataFam","EP","Occurs on mainland",862000,2.935507266,"mixed feeder","mixed feeder",3,2,0,"Hindgut_unknown","Hindgut Colon",1,"Plantigrade",1,1,0,"semi.aquatic"
"Glyptotherium_cylindricum",NA,"Cingulata","CingulataFam","EP","Occurs on mainland",562650,2.750238323,"grazer","grazer",3,1,0,"Hindgut_unknown","Hindgut Colon",1,"Plantigrade",1,1,0,"semi.aquatic"
"Glyptotherium_floridanum",NA,"Cingulata","CingulataFam","EP","Occurs on mainland",1100000,3.041392685,"grazer","grazer",3,1,0,"Hindgut_unknown","Hindgut Colon",1,"Plantigrade",1,1,0,"semi.aquatic"
"Holmesina_occidentalis",NA,"Cingulata","CingulataFam","EP","Occurs on mainland",2e+05,2.301029996,"grazer","grazer",3,0,0,"Hindgut_unknown","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Holmesina_paulacoutoi",NA,"Cingulata","CingulataFam","EP","Occurs on mainland",125000,2.096910013,"grazer","grazer",3,0,0,"Hindgut_unknown","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Holmesina_septentrionalis",NA,"Cingulata","CingulataFam","EP","Occurs on mainland",216270,2.33499628,"grazer","grazer",3,1,0,"Hindgut_unknown","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Hoplophorus_euphractus",NA,"Cingulata","CingulataFam","EP","Occurs on mainland",280000,2.447158031,"omnivore","grazer",3,0,2,"Hindgut_unknown","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Neosclerocalyptus_paskoenis",NA,"Cingulata","CingulataFam","EP","Occurs on mainland",2e+05,2.301029996,"mixed feeder","mixed feeder",3,2,0,"Hindgut_unknown","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Neuryurus_trabeculatus",NA,"Cingulata","CingulataFam","EP","Occurs on mainland",311000,2.492760389,"grazer","grazer",3,1,0,"Hindgut_unknown","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Pampatherium_humboldti",NA,"Cingulata","CingulataFam","EP","Occurs on mainland",150000,2.176091259,"grazer","grazer",3,0,0,"Hindgut_unknown","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Pampatherium_typum",NA,"Cingulata","CingulataFam","EP","Occurs on mainland",2e+05,2.301029996,"grazer","grazer",3,0,0,"Hindgut_unknown","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Panochthus_tuberculatus",NA,"Cingulata","CingulataFam","EP","Occurs on mainland",1061000,3.025715384,"grazer","grazer",3,0,0,"Hindgut_unknown","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Diprotodon_optatum",NA,"Diprotodontia","Diprotodontidae","EP","Occurs on mainland",2700000,3.431363764,"mixed feeder","mixed feeder",3,3,0,"Hindgut_unknown","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Maokopia_ronaldi",NA,"Diprotodontia","Diprotodontidae","EP","Occurs on large land bridge islands",1e+05,2,"grazer","grazer",3,0,0,"Hindgut_unknown","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Palorchestes_azeal",NA,"Diprotodontia","Diprotodontidae","EP","Occurs on mainland",5e+05,2.698970004,"browser","browser",0,3,0,"Hindgut_unknown","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Zygomaturus_trilobus",NA,"Diprotodontia","Diprotodontidae","EP","Occurs on mainland",5e+05,2.698970004,"mixed feeder","mixed feeder",3,3,0,"Hindgut_unknown","Hindgut Colon",1,"Plantigrade",1,1,0,"semi.aquatic"
"Dendrolagus_bennettianus",NA,"Diprotodontia","Macropodidae","NT","Occurs on mainland",10950,1.039414119,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,1,1,"semi.arboreal"
"Dendrolagus_dorianus",NA,"Diprotodontia","Macropodidae","VU","Occurs on large land bridge islands",10068.3,1.002956148,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,1,1,"semi.arboreal"
"Dendrolagus_inustus",NA,"Diprotodontia","Macropodidae","VU","Occurs on large land bridge islands",13031.3,1.114987743,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,1,1,"semi.arboreal"
"Dendrolagus_scottae",NA,"Diprotodontia","Macropodidae","CR","Occurs on large land bridge islands",10375,1.015988105,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,1,1,"semi.arboreal"
"Dendrolagus_ursinus",NA,"Diprotodontia","Macropodidae","VU","Occurs on large land bridge islands",13250,1.122215878,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Plantigrade",0,1,1,"semi.arboreal"
"Macropus_agilis",NA,"Diprotodontia","Macropodidae","LC","Occurs on mainland",15000,1.176091259,"mixed feeder","mixed feeder",3,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Digitigrade",0,1,0,"terrestrial"
"Macropus_antilopinus",NA,"Diprotodontia","Macropodidae","LC","Occurs on mainland",27250,1.435366507,"grazer","grazer",3,1,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Digitigrade",0,1,0,"terrestrial"
"Macropus_bernardus",NA,"Diprotodontia","Macropodidae","NT","Occurs on mainland",17000,1.230448921,"mixed feeder","mixed feeder",3,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Digitigrade",0,1,0,"terrestrial"
"Macropus_dorsalis",NA,"Diprotodontia","Macropodidae","LC","Occurs on mainland",11250,1.051152522,"grazer","grazer",3,1,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Digitigrade",0,1,0,"terrestrial"
"Macropus_ferragus",NA,"Diprotodontia","Macropodidae","EP","Occurs on mainland",150000,2.176091259,"grazer","grazer",3,0,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Digitigrade",0,1,0,"terrestrial"
"Macropus_fuliginosus",NA,"Diprotodontia","Macropodidae","LC","Occurs on mainland",22000,1.342422681,"grazer","grazer",3,1,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Digitigrade",0,1,0,"terrestrial"
"Macropus_giganteus",NA,"Diprotodontia","Macropodidae","LC","Occurs on mainland",25875,1.412880358,"grazer","grazer",3,1,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Digitigrade",0,1,0,"terrestrial"
"Macropus_greyi",NA,"Diprotodontia","Macropodidae","EX","Occurs on mainland",10000,1,"mixed feeder","mixed feeder",3,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Digitigrade",0,1,0,"terrestrial"
"Macropus_parryi",NA,"Diprotodontia","Macropodidae","LC","Occurs on mainland",13500,1.130333768,"grazer","grazer",3,1,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Digitigrade",0,1,0,"terrestrial"
"Macropus_pearsoni",NA,"Diprotodontia","Macropodidae","EP","Occurs on mainland",150000,2.176091259,"grazer","grazer",3,0,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Digitigrade",0,1,0,"terrestrial"
"Macropus_robustus",NA,"Diprotodontia","Macropodidae","LC","Occurs on mainland",21262.5,1.327614327,"grazer","grazer",3,1,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Digitigrade",0,1,0,"terrestrial"
"Macropus_rufogriseus",NA,"Diprotodontia","Macropodidae","LC","Occurs on mainland",16850,1.226599905,"mixed feeder","mixed feeder",3,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Digitigrade",0,1,0,"terrestrial"
"Macropus_rufus",NA,"Diprotodontia","Macropodidae","LC","Occurs on mainland",46250,1.665111737,"mixed feeder","mixed feeder",3,2,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Digitigrade",0,1,0,"terrestrial"
"Metasthenurus_newtonae",NA,"Diprotodontia","Macropodidae","EP","Occurs on mainland",55000,1.740362689,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Unguligrade",0,1,0,"terrestrial"
"Procoptodon_browneorum",NA,"Diprotodontia","Macropodidae","EP","Occurs on mainland",50000,1.698970004,"mixed feeder","mixed feeder",2,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Unguligrade",0,1,0,"terrestrial"
"Procoptodon_gilli",NA,"Diprotodontia","Macropodidae","EP","Occurs on mainland",54000,1.73239376,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Unguligrade",0,1,0,"terrestrial"
"Procoptodon_goliah",NA,"Diprotodontia","Macropodidae","EP","Occurs on mainland",232000,2.365487985,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Unguligrade",0,1,0,"terrestrial"
"Procoptodon_oreas",NA,"Diprotodontia","Macropodidae","EP","Occurs on mainland",1e+05,2,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Unguligrade",0,1,0,"terrestrial"
"Procoptodon_rapha",NA,"Diprotodontia","Macropodidae","EP","Occurs on mainland",150000,2.176091259,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Unguligrade",0,1,0,"terrestrial"
"Protemnodon_anak",NA,"Diprotodontia","Macropodidae","EP","Occurs on mainland",131000,2.117271296,"mixed feeder","mixed feeder",2,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Digitigrade",0,1,0,"terrestrial"
"Protemnodon_brehus",NA,"Diprotodontia","Macropodidae","EP","Occurs on mainland",110000,2.041392685,"mixed feeder","mixed feeder",2,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Digitigrade",0,1,0,"terrestrial"
"Protemnodon_hopei",NA,"Diprotodontia","Macropodidae","EP","Occurs on mainland",45000,1.653212514,"grazer","grazer",3,1,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Digitigrade",0,1,0,"terrestrial"
"Protemnodon_nombe",NA,"Diprotodontia","Macropodidae","EP","Occurs on mainland",40000,1.602059991,"browser","browser",1,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Digitigrade",0,1,0,"terrestrial"
"Protemnodon_roechus",NA,"Diprotodontia","Macropodidae","EP","Occurs on mainland",166000,2.220108088,"grazer","grazer",3,1,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Digitigrade",0,1,0,"terrestrial"
"Protemnodon_tumbuna",NA,"Diprotodontia","Macropodidae","EP","Occurs on mainland",50000,1.698970004,"browser","browser",1,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Digitigrade",0,1,0,"terrestrial"
"Simosthenurus_maddocki",NA,"Diprotodontia","Macropodidae","EP","Occurs on mainland",50000,1.698970004,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Unguligrade",0,1,0,"terrestrial"
"Simosthenurus_occidentalis",NA,"Diprotodontia","Macropodidae","EP","Occurs on mainland",118000,2.071882007,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Unguligrade",0,1,0,"terrestrial"
"Simosthenurus_pales",NA,"Diprotodontia","Macropodidae","EP","Occurs on mainland",150000,2.176091259,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Unguligrade",0,1,0,"terrestrial"
"Sthenurus_andersoni",NA,"Diprotodontia","Macropodidae","EP","Occurs on mainland",72000,1.857332496,"browser","browser",1,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Unguligrade",0,1,0,"terrestrial"
"Sthenurus_atlas",NA,"Diprotodontia","Macropodidae","EP","Occurs on mainland",150000,2.176091259,"browser","browser",1,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Unguligrade",0,1,0,"terrestrial"
"Sthenurus_stirlingi",NA,"Diprotodontia","Macropodidae","EP","Occurs on mainland",173000,2.238046103,"browser","browser",1,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Unguligrade",0,1,0,"terrestrial"
"Sthenurus_tindalei",NA,"Diprotodontia","Macropodidae","EP","Occurs on mainland",127000,2.103803721,"browser","browser",1,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Unguligrade",0,1,0,"terrestrial"
"Troposodon_minor",NA,"Diprotodontia","Macropodidae","EP","Occurs on mainland",40000,1.602059991,"mixed feeder","mixed feeder",2,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Digitigrade",0,1,0,"terrestrial"
"Wallabia_bicolor",NA,"Diprotodontia","Macropodidae","LC","Occurs on mainland",15000,1.176091259,"mixed feeder","mixed feeder",3,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Digitigrade",0,1,0,"terrestrial"
"Wallabia_kitcheneri",NA,"Diprotodontia","Macropodidae","EP","Occurs on mainland",30000,1.477121255,"browser","browser",0,3,0,"Foregut Non_ruminating","Foregut Non_ruminating",2,"Digitigrade",0,1,0,"terrestrial"
"Ailurops_ursinus",NA,"Diprotodontia","Phalangeridae","VU","Occurs only on isolated islands",10000,1,"browser","browser",0,3,0,"Hindgut Caecum","Hindgut Caecum",1,"Plantigrade",0,0,1,"arboreal"
"Phascolarctos_cinereus",NA,"Diprotodontia","Phascolarctidae","VU","Occurs on mainland",10250,1.010723865,"browser","browser",0,3,0,"Hindgut Caecum","Hindgut Caecum",1,"Plantigrade",0,0,1,"arboreal"
